JobNumber,StandName,CruiseLine,PointID,TreeNumber,SpeciesCode,DBH,LevelCode,ProductCodes,TopDiameter,Height,Height_Merch,Height_LCB,Height_DBH,Height_BadTop,Repetitions,LegacyTree,TreeAzimuth,TreeDistance,TreeNotes,LTSMissing_Top,LTSMissing_Mid,LTSMissing_Bot,SnagSoundnessCode,DecompCode,MooseBarkStripping,CoreRingsEstimated,CoreRingsRecent,CoreRingsTotal,Cut,Vigor,Form,TotalAge,VolumeCF,VolumeBF,BasalArea,TreesPerAcre,VBAR,VBAR_BF,LCR,TreeUsr_1,TreeUsr_2,TreeUsr_3,TreeUsr_4
506,01 Densely Stock Young Hardwood,,1313,1,RM,13,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1313,2,RM,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1313,3,RM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1313,4,RM,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1313,5,RM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1313,6,WB,9,U,4455,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,1,HM,13,A,223355,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,2,HM,16,A,222555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,3,HM,12,A,22555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,4,HM,13,A,233555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,5,HM,10,U,555,9,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,6,HM,11,A,22355,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,7,HM,12,A,235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1717,8,HM,24,U,775555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,1,BE,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,2,BE,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,3,BE,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,4,BE,6,A,6,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,5,BE,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,6,BE,3,A,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,7,BE,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,8,BE,4,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,9,BE,4,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,10,BE,3,A,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,11,BE,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,12,BE,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,13,YB,6,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1719,14,BE,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1720,1,HM,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1721,1,HM,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,1721,2,HM,6,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2314,1,HM,8,A,6555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2314,2,HM,11,A,6555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2314,3,SP,4,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2314,4,HM,19,A,525555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2314,5,HM,14,U,53555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,1,HM,9,U,555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,2,HM,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,3,HM,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,4,HM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,5,HM,9,U,555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,6,HM,6,U,55,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,7,WB,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,8,HM,11,U,5555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,01 Densely Stock Young Hardwood,,2910,9,HM,10,U,555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,102,1,BE,3,A,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,102,2,HM,5,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,102,3,HM,14,A,22355,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,103,1,HM,15,A,222555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,103,2,HM,14,A,22255,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,103,3,HM,27,U,7522,12,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,103,4,YB,13,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
