1|"January"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203090"|"148902160"
7|"July"|"None"|||||||||||||"14203090"|"148902161"
6|"June"|"None"|||||||||||||"14203090"|"148902162"
3|"March"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203090"|"148902163"
5|"May"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203090"|"148902164"
11|"November"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203090"|"148902165"
10|"October"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203090"|"148902166"
9|"September"|"None"|||||||||||||"14203090"|"148902167"
4|"April"|"None"|||||||||||||"14203093"|"148902192"
8|"August"|"None"|||||||||||||"14203093"|"148902193"
12|"December"|"None"|||||||||||||"14203093"|"148902194"
2|"February"|"None"|||||||||||||"14203093"|"148902195"
1|"January"|"None"|||||||||||||"14203093"|"148902196"
7|"July"|"None"|||||||||||||"14203093"|"148902197"
6|"June"|"None"|||||||||||||"14203093"|"148902198"
3|"March"|"None"|||||||||||||"14203093"|"148902199"
5|"May"|"None"|||||||||||||"14203093"|"148902200"
11|"November"|"None"|||||||||||||"14203093"|"148902201"
10|"October"|"None"|||||||||||||"14203093"|"148902202"
9|"September"|"None"|||||||||||||"14203093"|"148902203"
8|"August"|"None"|||||||||||||"14203082"|"148902060"
12|"December"|"None"|||||||||||||"14203082"|"148902061"
2|"February"|"None"|||||||||||||"14203082"|"148902062"
1|"January"|"None"|||||||||||||"14203082"|"148902063"
7|"July"|"None"|||||||||||||"14203082"|"148902064"
6|"June"|"None"|||||||||||||"14203082"|"148902065"
3|"March"|"None"|||||||||||||"14203082"|"148902066"
5|"May"|"None"|||||||||||||"14203082"|"148902067"
11|"November"|"None"|||||||||||||"14203082"|"148902068"
10|"October"|"None"|||||||||||||"14203082"|"148902069"
9|"September"|"None"|||||||||||||"14203082"|"148902070"
4|"April"|"None"|||||||||||||"14203082"|"148902071"
4|"April"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902216"
8|"August"|"None"|||||||||||||"14203095"|"148902217"
12|"December"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902218"
2|"February"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902219"
1|"January"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902220"
7|"July"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902221"
6|"June"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902222"
3|"March"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902223"
5|"May"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902224"
11|"November"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902225"
10|"October"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902226"
9|"September"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203095"|"148902227"
4|"April"|"None"|||||||||||||"14203081"|"148902048"
8|"August"|"None"|||||||||||||"14203081"|"148902049"
12|"December"|"None"|||||||||||||"14203081"|"148902050"
2|"February"|"None"|||||||||||||"14203081"|"148902051"
1|"January"|"None"|||||||||||||"14203081"|"148902052"
7|"July"|"None"|||||||||||||"14203081"|"148902053"
6|"June"|"None"|||||||||||||"14203081"|"148902054"
3|"March"|"None"|||||||||||||"14203081"|"148902055"
5|"May"|"None"|||||||||||||"14203081"|"148902056"
11|"November"|"None"|||||||||||||"14203081"|"148902057"
10|"October"|"None"|||||||||||||"14203081"|"148902058"
9|"September"|"None"|||||||||||||"14203081"|"148902059"
4|"April"|"None"|||||||||||||"14203084"|"148902084"
8|"August"|"None"|||||||||||||"14203084"|"148902085"
12|"December"|"None"|||||||||||||"14203084"|"148902086"
2|"February"|"None"|||||||||||||"14203084"|"148902087"
1|"January"|"None"|||||||||||||"14203084"|"148902088"
7|"July"|"None"|||||||||||||"14203084"|"148902089"
6|"June"|"None"|||||||||||||"14203084"|"148902090"
3|"March"|"None"|||||||||||||"14203084"|"148902091"
5|"May"|"None"|||||||||||||"14203084"|"148902092"
11|"November"|"None"|||||||||||||"14203084"|"148902093"
10|"October"|"None"|||||||||||||"14203084"|"148902094"
9|"September"|"None"|||||||||||||"14203084"|"148902095"
4|"April"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902120"
8|"August"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902121"
12|"December"|"None"|||||||||||||"14203087"|"148902122"
2|"February"|"None"|||||||||||||"14203087"|"148902123"
1|"January"|"None"|||||||||||||"14203087"|"148902124"
7|"July"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902125"
6|"June"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902126"
3|"March"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902127"
5|"May"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902128"
11|"November"|"None"|||||||||||||"14203087"|"148902129"
10|"October"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902130"
9|"September"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203087"|"148902131"
4|"April"|"None"|||||||||||||"14203080"|"148902036"
8|"August"|"None"|||||||||||||"14203080"|"148902037"
12|"December"|"None"|||||||||||||"14203080"|"148902038"
2|"February"|"None"|||||||||||||"14203080"|"148902039"
1|"January"|"None"|||||||||||||"14203080"|"148902040"
7|"July"|"None"|||||||||||||"14203080"|"148902041"
6|"June"|"None"|||||||||||||"14203080"|"148902042"
3|"March"|"None"|||||||||||||"14203080"|"148902043"
5|"May"|"None"|||||||||||||"14203080"|"148902044"
11|"November"|"None"|||||||||||||"14203080"|"148902045"
10|"October"|"None"|||||||||||||"14203080"|"148902046"
9|"September"|"None"|||||||||||||"14203080"|"148902047"
4|"April"|"None"|||||||||||||"14203083"|"148902072"
8|"August"|"None"|||||||||||||"14203083"|"148902073"
12|"December"|"None"|||||||||||||"14203083"|"148902074"
2|"February"|"None"|||||||||||||"14203083"|"148902075"
1|"January"|"None"|||||||||||||"14203083"|"148902076"
7|"July"|"None"|||||||||||||"14203083"|"148902077"
6|"June"|"None"|||||||||||||"14203083"|"148902078"
3|"March"|"None"|||||||||||||"14203083"|"148902079"
5|"May"|"None"|||||||||||||"14203083"|"148902080"
11|"November"|"None"|||||||||||||"14203083"|"148902081"
10|"October"|"None"|||||||||||||"14203083"|"148902082"
9|"September"|"None"|||||||||||||"14203083"|"148902083"
4|"April"|"None"|||||||||||||"14203089"|"148902144"
8|"August"|"None"|||||||||||||"14203089"|"148902145"
12|"December"|"None"|||||||||||||"14203089"|"148902146"
2|"February"|"None"|||||||||||||"14203089"|"148902147"
1|"January"|"None"|||||||||||||"14203089"|"148902148"
7|"July"|"None"|||||||||||||"14203089"|"148902149"
6|"June"|"None"|||||||||||||"14203089"|"148902150"
3|"March"|"None"|||||||||||||"14203089"|"148902151"
5|"May"|"None"|||||||||||||"14203089"|"148902152"
11|"November"|"None"|||||||||||||"14203089"|"148902153"
10|"October"|"None"|||||||||||||"14203089"|"148902154"
9|"September"|"None"|||||||||||||"14203089"|"148902155"
4|"April"|"None"|||||||||||||"14203092"|"148902180"
8|"August"|"None"|||||||||||||"14203092"|"148902181"
12|"December"|"None"|||||||||||||"14203092"|"148902182"
2|"February"|"None"|||||||||||||"14203092"|"148902183"
1|"January"|"None"|||||||||||||"14203092"|"148902184"
7|"July"|"None"|||||||||||||"14203092"|"148902185"
6|"June"|"None"|||||||||||||"14203092"|"148902186"
3|"March"|"None"|||||||||||||"14203092"|"148902187"
5|"May"|"None"|||||||||||||"14203092"|"148902188"
11|"November"|"None"|||||||||||||"14203092"|"148902189"
10|"October"|"None"|||||||||||||"14203092"|"148902190"
9|"September"|"None"|||||||||||||"14203092"|"148902191"
4|"April"|"None"|||||||||||||"14203086"|"148902108"
8|"August"|"None"|||||||||||||"14203086"|"148902109"
12|"December"|"None"|||||||||||||"14203086"|"148902110"
2|"February"|"None"|||||||||||||"14203086"|"148902111"
1|"January"|"None"|||||||||||||"14203086"|"148902112"
7|"July"|"None"|||||||||||||"14203086"|"148902113"
6|"June"|"None"|||||||||||||"14203086"|"148902114"
3|"March"|"None"|||||||||||||"14203086"|"148902115"
5|"May"|"None"|||||||||||||"14203086"|"148902116"
11|"November"|"None"|||||||||||||"14203086"|"148902117"
10|"October"|"None"|||||||||||||"14203086"|"148902118"
9|"September"|"None"|||||||||||||"14203086"|"148902119"
4|"April"|"None"|||||||||||||"14203088"|"148902132"
8|"August"|"None"|||||||||||||"14203088"|"148902133"
12|"December"|"None"|||||||||||||"14203088"|"148902134"
2|"February"|"None"|||||||||||||"14203088"|"148902135"
1|"January"|"None"|||||||||||||"14203088"|"148902136"
7|"July"|"None"|||||||||||||"14203088"|"148902137"
6|"June"|"None"|||||||||||||"14203088"|"148902138"
3|"March"|"None"|||||||||||||"14203088"|"148902139"
5|"May"|"None"|||||||||||||"14203088"|"148902140"
11|"November"|"None"|||||||||||||"14203088"|"148902141"
10|"October"|"None"|||||||||||||"14203088"|"148902142"
9|"September"|"None"|||||||||||||"14203088"|"148902143"
11|"November"|"None"|||||||||||||"14203085"|"148902096"
10|"October"|"None"|||||||||||||"14203085"|"148902097"
9|"September"|"None"|||||||||||||"14203085"|"148902098"
4|"April"|"None"|||||||||||||"14203085"|"148902099"
8|"August"|"None"|||||||||||||"14203085"|"148902100"
12|"December"|"None"|||||||||||||"14203085"|"148902101"
2|"February"|"None"|||||||||||||"14203085"|"148902102"
1|"January"|"None"|||||||||||||"14203085"|"148902103"
7|"July"|"None"|||||||||||||"14203085"|"148902104"
6|"June"|"None"|||||||||||||"14203085"|"148902105"
3|"March"|"None"|||||||||||||"14203085"|"148902106"
5|"May"|"None"|||||||||||||"14203085"|"148902107"
4|"April"|"None"|||||||||||||"14203105"|"148902336"
8|"August"|"None"|||||||||||||"14203105"|"148902337"
12|"December"|"None"|||||||||||||"14203105"|"148902338"
2|"February"|"None"|||||||||||||"14203105"|"148902339"
1|"January"|"None"|||||||||||||"14203105"|"148902340"
7|"July"|"None"|||||||||||||"14203105"|"148902341"
6|"June"|"None"|||||||||||||"14203105"|"148902342"
3|"March"|"None"|||||||||||||"14203105"|"148902343"
5|"May"|"None"|||||||||||||"14203105"|"148902344"
11|"November"|"None"|||||||||||||"14203105"|"148902345"
10|"October"|"None"|||||||||||||"14203105"|"148902346"
9|"September"|"None"|||||||||||||"14203105"|"148902347"
4|"April"|"None"|||||||||||||"14203101"|"148902288"
8|"August"|"None"|||||||||||||"14203101"|"148902289"
12|"December"|"None"|||||||||||||"14203101"|"148902290"
2|"February"|"None"|||||||||||||"14203101"|"148902291"
1|"January"|"None"|||||||||||||"14203101"|"148902292"
7|"July"|"None"|||||||||||||"14203101"|"148902293"
6|"June"|"None"|||||||||||||"14203101"|"148902294"
3|"March"|"None"|||||||||||||"14203101"|"148902295"
5|"May"|"None"|||||||||||||"14203101"|"148902296"
11|"November"|"None"|||||||||||||"14203101"|"148902297"
10|"October"|"None"|||||||||||||"14203101"|"148902298"
9|"September"|"None"|||||||||||||"14203101"|"148902299"
4|"April"|"None"|||||||||||||"14203104"|"148902324"
8|"August"|"None"|||||||||||||"14203104"|"148902325"
12|"December"|"None"|||||||||||||"14203104"|"148902326"
2|"February"|"None"|||||||||||||"14203104"|"148902327"
1|"January"|"None"|||||||||||||"14203104"|"148902328"
7|"July"|"None"|||||||||||||"14203104"|"148902329"
6|"June"|"None"|||||||||||||"14203104"|"148902330"
3|"March"|"None"|||||||||||||"14203104"|"148902331"
5|"May"|"None"|||||||||||||"14203104"|"148902332"
11|"November"|"None"|||||||||||||"14203104"|"148902333"
10|"October"|"None"|||||||||||||"14203104"|"148902334"
9|"September"|"None"|||||||||||||"14203104"|"148902335"
4|"April"|"None"|||||||||||||"14203107"|"148902360"
8|"August"|"None"|||||||||||||"14203107"|"148902361"
12|"December"|"None"|||||||||||||"14203107"|"148902362"
2|"February"|"None"|||||||||||||"14203107"|"148902363"
1|"January"|"None"|||||||||||||"14203107"|"148902364"
7|"July"|"None"|||||||||||||"14203107"|"148902365"
6|"June"|"None"|||||||||||||"14203107"|"148902366"
3|"March"|"None"|||||||||||||"14203107"|"148902367"
5|"May"|"None"|||||||||||||"14203107"|"148902368"
11|"November"|"None"|||||||||||||"14203107"|"148902369"
10|"October"|"None"|||||||||||||"14203107"|"148902370"
9|"September"|"None"|||||||||||||"14203107"|"148902371"
4|"April"|"None"|||||||||||||"14203106"|"148902348"
8|"August"|"None"|||||||||||||"14203106"|"148902349"
12|"December"|"None"|||||||||||||"14203106"|"148902350"
2|"February"|"None"|||||||||||||"14203106"|"148902351"
1|"January"|"None"|||||||||||||"14203106"|"148902352"
7|"July"|"None"|||||||||||||"14203106"|"148902353"
6|"June"|"None"|||||||||||||"14203106"|"148902354"
3|"March"|"None"|||||||||||||"14203106"|"148902355"
5|"May"|"None"|||||||||||||"14203106"|"148902356"
11|"November"|"None"|||||||||||||"14203106"|"148902357"
10|"October"|"None"|||||||||||||"14203106"|"148902358"
9|"September"|"None"|||||||||||||"14203106"|"148902359"
4|"April"|"None"|||||||||||||"14203098"|"148902252"
8|"August"|"None"|||||||||||||"14203098"|"148902253"
12|"December"|"None"|||||||||||||"14203098"|"148902254"
2|"February"|"None"|||||||||||||"14203098"|"148902255"
1|"January"|"None"|||||||||||||"14203098"|"148902256"
7|"July"|"None"|||||||||||||"14203098"|"148902257"
6|"June"|"None"|||||||||||||"14203098"|"148902258"
3|"March"|"None"|||||||||||||"14203098"|"148902259"
5|"May"|"None"|||||||||||||"14203098"|"148902260"
11|"November"|"None"|||||||||||||"14203098"|"148902261"
10|"October"|"None"|||||||||||||"14203098"|"148902262"
9|"September"|"None"|||||||||||||"14203098"|"148902263"
4|"April"|"None"|||||||||||||"14203097"|"148902240"
8|"August"|"None"|||||||||||||"14203097"|"148902241"
12|"December"|"None"|||||||||||||"14203097"|"148902242"
2|"February"|"None"|||||||||||||"14203097"|"148902243"
1|"January"|"None"|||||||||||||"14203097"|"148902244"
7|"July"|"None"|||||||||||||"14203097"|"148902245"
6|"June"|"None"|||||||||||||"14203097"|"148902246"
3|"March"|"None"|||||||||||||"14203097"|"148902247"
5|"May"|"None"|||||||||||||"14203097"|"148902248"
11|"November"|"None"|||||||||||||"14203097"|"148902249"
10|"October"|"None"|||||||||||||"14203097"|"148902250"
9|"September"|"None"|||||||||||||"14203097"|"148902251"
12|"December"|"None"|||||||||||||"14203100"|"148902276"
2|"February"|"None"|||||||||||||"14203100"|"148902277"
1|"January"|"None"|||||||||||||"14203100"|"148902278"
7|"July"|"None"|||||||||||||"14203100"|"148902279"
6|"June"|"None"|||||||||||||"14203100"|"148902280"
3|"March"|"None"|||||||||||||"14203100"|"148902281"
5|"May"|"None"|||||||||||||"14203100"|"148902282"
11|"November"|"None"|||||||||||||"14203100"|"148902283"
10|"October"|"None"|||||||||||||"14203100"|"148902284"
9|"September"|"None"|||||||||||||"14203100"|"148902285"
4|"April"|"None"|||||||||||||"14203100"|"148902286"
8|"August"|"None"|||||||||||||"14203100"|"148902287"
4|"April"|"None"|||||||||||||"14203103"|"148902312"
8|"August"|"None"|||||||||||||"14203103"|"148902313"
12|"December"|"None"|||||||||||||"14203103"|"148902314"
2|"February"|"None"|||||||||||||"14203103"|"148902315"
1|"January"|"None"|||||||||||||"14203103"|"148902316"
7|"July"|"None"|||||||||||||"14203103"|"148902317"
6|"June"|"None"|||||||||||||"14203103"|"148902318"
3|"March"|"None"|||||||||||||"14203103"|"148902319"
5|"May"|"None"|||||||||||||"14203103"|"148902320"
11|"November"|"None"|||||||||||||"14203103"|"148902321"
10|"October"|"None"|||||||||||||"14203103"|"148902322"
9|"September"|"None"|||||||||||||"14203103"|"148902323"
4|"April"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902228"
8|"August"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902229"
12|"December"|"None"|||||||||||||"14203096"|"148902230"
2|"February"|"None"|||||||||||||"14203096"|"148902231"
1|"January"|"None"|||||||||||||"14203096"|"148902232"
7|"July"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902233"
6|"June"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902234"
3|"March"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902235"
5|"May"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902236"
11|"November"|"None"|||||||||||||"14203096"|"148902237"
10|"October"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902238"
9|"September"|"Occasional"|"Brief (2 to 7 days)"||||||||||||"14203096"|"148902239"
4|"April"|"None"|||||||||||||"14203099"|"148902264"
8|"August"|"None"|||||||||||||"14203099"|"148902265"
12|"December"|"None"|||||||||||||"14203099"|"148902266"
2|"February"|"None"|||||||||||||"14203099"|"148902267"
1|"January"|"None"|||||||||||||"14203099"|"148902268"
7|"July"|"None"|||||||||||||"14203099"|"148902269"
6|"June"|"None"|||||||||||||"14203099"|"148902270"
3|"March"|"None"|||||||||||||"14203099"|"148902271"
5|"May"|"None"|||||||||||||"14203099"|"148902272"
11|"November"|"None"|||||||||||||"14203099"|"148902273"
10|"October"|"None"|||||||||||||"14203099"|"148902274"
9|"September"|"None"|||||||||||||"14203099"|"148902275"
4|"April"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902300"
8|"August"|"None"|||||||||||||"14203102"|"148902301"
12|"December"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902302"
2|"February"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902303"
1|"January"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902304"
7|"July"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902305"
6|"June"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902306"
3|"March"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902307"
5|"May"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902308"
11|"November"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902309"
10|"October"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902310"
9|"September"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203102"|"148902311"
4|"April"|"Rare"|||||||||||||"14203118"|"148902492"
8|"August"|"Rare"|||||||||||||"14203118"|"148902493"
12|"December"|"Rare"|||||||||||||"14203118"|"148902494"
2|"February"|"Rare"|||||||||||||"14203118"|"148902495"
1|"January"|"Rare"|||||||||||||"14203118"|"148902496"
7|"July"|"Rare"|||||||||||||"14203118"|"148902497"
6|"June"|"Rare"|||||||||||||"14203118"|"148902498"
3|"March"|"Rare"|||||||||||||"14203118"|"148902499"
5|"May"|"Rare"|||||||||||||"14203118"|"148902500"
11|"November"|"Rare"|||||||||||||"14203118"|"148902501"
10|"October"|"Rare"|||||||||||||"14203118"|"148902502"
9|"September"|"Rare"|||||||||||||"14203118"|"148902503"
4|"April"|"None"|||||||||||||"14203124"|"148902564"
8|"August"|"None"|||||||||||||"14203124"|"148902565"
12|"December"|"None"|||||||||||||"14203124"|"148902566"
2|"February"|"None"|||||||||||||"14203124"|"148902567"
1|"January"|"None"|||||||||||||"14203124"|"148902568"
7|"July"|"None"|||||||||||||"14203124"|"148902569"
6|"June"|"None"|||||||||||||"14203124"|"148902570"
3|"March"|"None"|||||||||||||"14203124"|"148902571"
5|"May"|"None"|||||||||||||"14203124"|"148902572"
11|"November"|"None"|||||||||||||"14203124"|"148902573"
10|"October"|"None"|||||||||||||"14203124"|"148902574"
9|"September"|"None"|||||||||||||"14203124"|"148902575"
4|"April"|"None"|||||||||||||"14203121"|"148902528"
8|"August"|"None"|||||||||||||"14203121"|"148902529"
12|"December"|"None"|||||||||||||"14203121"|"148902530"
2|"February"|"None"|||||||||||||"14203121"|"148902531"
1|"January"|"None"|||||||||||||"14203121"|"148902532"
7|"July"|"None"|||||||||||||"14203121"|"148902533"
6|"June"|"None"|||||||||||||"14203121"|"148902534"
3|"March"|"None"|||||||||||||"14203121"|"148902535"
5|"May"|"None"|||||||||||||"14203121"|"148902536"
11|"November"|"None"|||||||||||||"14203121"|"148902537"
10|"October"|"None"|||||||||||||"14203121"|"148902538"
9|"September"|"None"|||||||||||||"14203121"|"148902539"
3|"March"|"None"|||||||||||||"14203114"|"148902444"
5|"May"|"None"|||||||||||||"14203114"|"148902445"
11|"November"|"None"|||||||||||||"14203114"|"148902446"
10|"October"|"None"|||||||||||||"14203114"|"148902447"
9|"September"|"None"|||||||||||||"14203114"|"148902448"
4|"April"|"None"|||||||||||||"14203114"|"148902449"
8|"August"|"None"|||||||||||||"14203114"|"148902450"
12|"December"|"None"|||||||||||||"14203114"|"148902451"
2|"February"|"None"|||||||||||||"14203114"|"148902452"
1|"January"|"None"|||||||||||||"14203114"|"148902453"
7|"July"|"None"|||||||||||||"14203114"|"148902454"
6|"June"|"None"|||||||||||||"14203114"|"148902455"
4|"April"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902480"
8|"August"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902481"
12|"December"|"None"|||||||||||||"14203117"|"148902482"
2|"February"|"None"|||||||||||||"14203117"|"148902483"
1|"January"|"None"|||||||||||||"14203117"|"148902484"
7|"July"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902485"
6|"June"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902486"
3|"March"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902487"
5|"May"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902488"
11|"November"|"None"|||||||||||||"14203117"|"148902489"
10|"October"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902490"
9|"September"|"Frequent"|"Brief (2 to 7 days)"||||||||||||"14203117"|"148902491"
4|"April"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902516"
8|"August"|"None"|||||||||||||"14203120"|"148902517"
12|"December"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902518"
2|"February"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902519"
1|"January"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902520"
7|"July"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902521"
6|"June"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902522"
3|"March"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902523"
5|"May"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902524"
11|"November"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902525"
10|"October"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203120"|"148902526"
9|"September"|"None"|||||||||||||"14203120"|"148902527"
4|"April"|"None"|||||||||||||"14203126"|"148902588"
8|"August"|"None"|||||||||||||"14203126"|"148902589"
12|"December"|"None"|||||||||||||"14203126"|"148902590"
2|"February"|"None"|||||||||||||"14203126"|"148902591"
1|"January"|"None"|||||||||||||"14203126"|"148902592"
7|"July"|"None"|||||||||||||"14203126"|"148902593"
6|"June"|"None"|||||||||||||"14203126"|"148902594"
3|"March"|"None"|||||||||||||"14203126"|"148902595"
5|"May"|"None"|||||||||||||"14203126"|"148902596"
11|"November"|"None"|||||||||||||"14203126"|"148902597"
10|"October"|"None"|||||||||||||"14203126"|"148902598"
9|"September"|"None"|||||||||||||"14203126"|"148902599"
4|"April"|"None"|||||||||||||"14203123"|"148902552"
8|"August"|"None"|||||||||||||"14203123"|"148902553"
12|"December"|"None"|||||||||||||"14203123"|"148902554"
2|"February"|"None"|||||||||||||"14203123"|"148902555"
1|"January"|"None"|||||||||||||"14203123"|"148902556"
7|"July"|"None"|||||||||||||"14203123"|"148902557"
6|"June"|"None"|||||||||||||"14203123"|"148902558"
3|"March"|"None"|||||||||||||"14203123"|"148902559"
5|"May"|"None"|||||||||||||"14203123"|"148902560"
11|"November"|"None"|||||||||||||"14203123"|"148902561"
10|"October"|"None"|||||||||||||"14203123"|"148902562"
9|"September"|"None"|||||||||||||"14203123"|"148902563"
4|"April"|"Frequent"|"Long (7 to 30 days)"||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902576"
8|"August"|"Frequent"|"Long (7 to 30 days)"||||||||||||"14203125"|"148902577"
12|"December"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902578"
2|"February"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902579"
1|"January"|"None"|||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902580"
7|"July"|"Frequent"|"Long (7 to 30 days)"||||||||||||"14203125"|"148902581"
6|"June"|"Frequent"|"Long (7 to 30 days)"||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902582"
3|"March"|"Frequent"|"Long (7 to 30 days)"||"Long (7 to 30 days)"|0|15|30|||||||"14203125"|"148902583"
